brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,wiek,engine_hp,engine_cylinders,engine_fuel,engine_liters_log
Audi,A3 2.0T Premium,2012,111564.0,Gasoline,6-Speed A/T,White,Black,None reported,Yes,11200.0,13,200.0,4.0,Gasoline,0.6931471810599453
Lexus,GX 460 Base,2018,75000.0,Gasoline,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,38095.0,7,301.0,8.0,Gasoline,1.5260563037124406
Ford,Mustang Premium,2007,169613.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,5900.0,18,210.0,6.0,Gasoline,1.3862943613698906
Honda,Pilot EX-L,2011,175000.0,Gasoline,5-Speed A/T,Black,Gray,None reported,Yes,9000.0,14,250.0,6.0,Gasoline,1.2527629687810824
BMW,540 i,2017,98500.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,24500.0,8,335.0,6.0,Gasoline,1.0986122890014431
RAM,2500 Longhorn,2015,72200.0,Diesel,6-Speed A/T,Black,Black,None reported,Yes,52500.0,10,370.0,6.0,Diesel,1.9021075265461744
Acura,TSX Base,2005,151600.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,7899.0,20,200.0,4.0,Gasoline,0.8754687377705666
Lotus,Evora 2+2,2011,20000.0,Gasoline,6-Speed M/T,White,Red,None reported,Yes,51000.0,14,276.0,6.0,Gasoline,1.2527629687810824
Chevrolet,Avalanche 1500 LT,2010,170000.0,E85 Flex Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9000.0,15,320.0,8.0,Flex Fuel,1.6677068207467554
Ford,F-150 XLT,2019,69800.0,E85 Flex Fuel,10-Speed A/T,Silver,Gray,None reported,Yes,34600.0,6,395.0,8.0,Flex Fuel,1.6094379126341003
Toyota,Tundra SR5,2020,26300.0,Gasoline,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,46199.0,5,381.0,8.0,Gasoline,1.7404661750159431
Chevrolet,Silverado 2500 LTZ,2016,172600.0,Diesel,A/T,Red,Black,At least 1 accident or damage reported,Yes,32500.0,9,397.0,8.0,Diesel,1.887069649183895
Honda,Accord Crosstour EX-L,2010,145000.0,Gasoline,A/T,Green,Black,None reported,Yes,9000.0,15,271.0,6.0,Gasoline,1.2527629687810824
Ford,F-250 XLT Super Duty,2001,64309.0,Gasoline,A/T,White,Gray,None reported,Yes,7500.0,24,260.0,8.0,Gasoline,1.686398953755414
RAM,1500 TRX,2021,15183.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,90000.0,4,702.0,8.0,Gasoline,1.8245492922123363
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,14000.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,46900.0,3,276.0,6.0,Gasoline,1.280933845739842
Jeep,Wrangler Unlimited Sport,2017,84786.0,Gasoline,5-Speed A/T,Gray,Black,None reported,Yes,23500.0,8,285.0,6.0,Gasoline,1.280933845739842
Mercedes-Benz,S-Class S 63 AMG,2008,93000.0,Gasoline,A/T,Black,Black,None reported,Yes,17800.0,17,518.0,8.0,Gasoline,1.8245492922123363
Hyundai,Genesis Coupe 3.8 Track,2010,127500.0,Gasoline,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,6000.0,15,306.0,6.0,Gasoline,1.335001066995498
GMC,Canyon Elevation Standard,2022,16500.0,Gasoline,8-Speed A/T,Gray,Gray,None reported,Yes,32900.0,3,308.0,6.0,Gasoline,1.280933845739842
Jaguar,XK Base,2013,55700.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,27200.0,12,385.0,8.0,Gasoline,1.6094379126341003
Toyota,RAV4 Base,2009,78500.0,Gasoline,4-Speed A/T,Silver,–,None reported,Yes,12000.0,16,179.0,4.0,Gasoline,0.9162907322741553
Ford,Expedition Platinum,2018,48619.0,Gasoline,10-Speed A/T,Gray,White,None reported,Yes,51499.0,7,400.0,6.0,Gasoline,1.2527629687810824
Ford,F-150 XLT,2016,25880.0,E85 Flex Fuel,6-Speed A/T,Red,Gray,None reported,Yes,25500.0,9,282.0,6.0,Flex Fuel,1.2527629687810824
Audi,TT Roadster quattro,2002,69300.0,Gasoline,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,9995.0,23,225.0,4.0,Gasoline,0.5877866654576747
Toyota,Highlander Hybrid Limited Platinum,2019,46000.0,Hybrid,CVT Transmission,Silver,Black,None reported,Yes,40000.0,6,306.0,6.0,Electric,1.2527629687810824
Jeep,Liberty Sport,2008,141485.0,Gasoline,A/T,Black,Gray,At least 1 accident or damage reported,Yes,6500.0,17,210.0,6.0,Gasoline,1.3083328199204491
Toyota,Sequoia Limited,2018,63990.0,Gasoline,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,48000.0,7,381.0,8.0,Gasoline,1.7404661750159431
Ford,Transit-350 Base,2020,19400.0,Gasoline,A/T,White,Black,None reported,Yes,58000.0,5,310.0,6.0,Gasoline,1.2527629687810824
Subaru,BRZ Limited,2013,129858.0,Gasoline,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,13490.0,12,200.0,4.0,Gasoline,0.6931471810599453
Volvo,XC60 3.2,2012,102000.0,Gasoline,6-Speed A/T,Blue,Beige,None reported,Yes,10800.0,13,240.0,6.0,Gasoline,1.1631508101181809
Subaru,Impreza WRX Sti Special Edition,2010,8700.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,39900.0,15,305.0,4.0,Gasoline,0.9162907322741553
Chevrolet,Monte Carlo Supercharged SS,2004,148800.0,Gasoline,A/T,Red,Black,None reported,Yes,6500.0,21,240.0,6.0,Gasoline,1.335001066995498
Cadillac,Escalade Platinum Edition,2012,160249.0,E85 Flex Fuel,A/T,Black,Black,None reported,Yes,12900.0,13,403.0,8.0,Flex Fuel,1.8245492922123363
Chrysler,300M Base,2004,45000.0,Gasoline,A/T,Gray,Gray,None reported,Yes,6000.0,21,250.0,6.0,Gasoline,1.2527629687810824
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,169000.0,Diesel,6-Speed A/T,White,Gray,None reported,Yes,19500.0,19,360.0,8.0,Diesel,1.887069649183895
Mercedes-Benz,AMG C 63 S,2017,46000.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,56000.0,8,503.0,8.0,Gasoline,1.3862943613698906
Acura,TLX V6 Tech,2015,38000.0,Gasoline,9-Speed A/T,White,Black,None reported,Yes,21900.0,10,290.0,6.0,Gasoline,1.2527629687810824
Chevrolet,Corvette Z06,2006,42000.0,Gasoline,6-Speed M/T,Orange,Black,None reported,Yes,42000.0,19,505.0,8.0,Gasoline,1.9459101491981703
Lexus,NX 350h Premium,2024,300.0,Hybrid,A/T,Black,Black,None reported,Yes,50999.0,1,240.0,4.0,Electric,0.9162907322741553
Mercedes-Benz,SLK-Class SLK 350,2008,120800.0,Gasoline,7-Speed A/T,Red,Beige,None reported,Yes,13900.0,17,268.0,6.0,Gasoline,1.2527629687810824
Chevrolet,Silverado 1500 LT,2012,104000.0,E85 Flex Fuel,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,16500.0,13,315.0,8.0,Flex Fuel,1.6677068207467554
Lexus,GX 460 Base,2010,97097.0,Gasoline,A/T,Red,Beige,At least 1 accident or damage reported,Yes,22000.0,15,301.0,8.0,Gasoline,1.5260563037124406
Jeep,Wrangler Unlimited X,2008,136731.0,Gasoline,A/T,Yellow,Gray,None reported,Yes,15900.0,17,202.0,6.0,Gasoline,1.335001066995498
RAM,1500 Tradesman/Express,2017,40200.0,Gasoline,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,24000.0,8,395.0,8.0,Gasoline,1.7404661750159431
BMW,M4 Competition,2021,12500.0,Gasoline,8-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,90000.0,4,503.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Colorado ZR2,2019,38900.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,34700.0,6,308.0,6.0,Gasoline,1.280933845739842
Lincoln,Navigator L Select,2016,84272.0,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25221.0,9,380.0,6.0,Gasoline,1.2527629687810824
Mercedes-Benz,E-Class E 350,2016,58375.0,Gasoline,A/T,White,Beige,None reported,Yes,24999.0,9,302.0,6.0,Gasoline,1.2527629687810824
Ford,Mustang Shelby GT500,2007,7346.0,Gasoline,6-Speed M/T,Red,Black,None reported,Yes,40999.0,18,500.0,8.0,Gasoline,1.686398953755414
Dodge,Charger SRT8,2008,98231.0,Gasoline,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,15500.0,17,425.0,8.0,Gasoline,1.8082887713432
Jaguar,XK Base,2007,56000.0,Gasoline,A/T,White,Beige,None reported,Yes,18000.0,18,300.0,8.0,Gasoline,1.4350845255274178
Honda,Civic EX,2020,13935.0,Gasoline,CVT Transmission,Gray,Black,None reported,Yes,26000.0,5,174.0,4.0,Gasoline,0.4054651087748311
Subaru,Impreza 2.0i,2019,30000.0,Gasoline,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,21250.0,6,152.0,4.0,Gasoline,0.6931471810599453
Saab,9-3 Aero,2009,106000.0,Gasoline,6-Speed A/T,Red,Black,None reported,Yes,12950.0,16,280.0,6.0,Gasoline,1.029619417538301
BMW,650 Gran Coupe i xDrive,2014,82978.0,Gasoline,8-Speed A/T,Black,White,None reported,Yes,18700.0,11,445.0,8.0,Gasoline,1.4816045411514882
Jeep,Wrangler Unlimited Sport,2018,58500.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,35000.0,7,285.0,6.0,Gasoline,1.280933845739842
Ford,F-350 King Ranch,2015,92421.0,Diesel,6-Speed A/T,White,Brown,None reported,Yes,51900.0,10,440.0,8.0,Diesel,1.9021075265461744
Jeep,Wrangler Sport,2000,122945.0,Gasoline,5-Speed M/T,Beige,Brown,None reported,Yes,13900.0,25,181.0,6.0,Gasoline,1.3862943613698906
Lexus,RX 330 Base,2006,110250.0,Gasoline,A/T,White,Beige,None reported,Yes,11000.0,19,230.0,6.0,Gasoline,1.1939224687754648
INFINITI,QX56 Base,2011,103010.0,Gasoline,7-Speed A/T,Black,Beige,None reported,Yes,13500.0,14,400.0,8.0,Gasoline,1.722766597919675
Chevrolet,Silverado 1500 LT Extended Cab,2002,118500.0,Gasoline,A/T,Silver,Black,At least 1 accident or damage reported,Yes,5900.0,23,285.0,8.0,Gasoline,1.6677068207467554
Land,Rover Range Rover HSE SWB,2020,41500.0,Hybrid,8-Speed A/T,Gray,Gray,None reported,Yes,68000.0,5,395.0,6.0,Gasoline,1.0986122890014431
BMW,M4 Base,2020,28000.0,Gasoline,7-Speed A/T,White,White,None reported,Yes,59900.0,5,425.0,6.0,Gasoline,1.0986122890014431
Mercedes-Benz,E-Class E 350,2014,53500.0,Gasoline,A/T,Black,Brown,None reported,Yes,24500.0,11,302.0,6.0,Gasoline,1.2527629687810824
Toyota,Prius v Three,2016,86300.0,Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,18000.0,9,134.0,4.0,Electric,0.5877866654576747
Ford,Explorer ST,2022,14361.0,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,51500.0,3,400.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Suburban LT,2016,98000.0,E85 Flex Fuel,Transmission Overdrive Switch,Gray,Gray,At least 1 accident or damage reported,Yes,30000.0,9,355.0,8.0,Flex Fuel,1.6677068207467554
Lexus,RX 350 Base,2017,103866.0,Gasoline,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,24700.0,8,295.0,6.0,Gasoline,1.2527629687810824
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,35650.0,Gasoline,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,57999.0,6,380.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Equinox 2LT,2012,96653.0,Gasoline,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,7500.0,13,264.0,6.0,Gasoline,1.0986122890014431
Dodge,Challenger SXT,2022,29500.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,31000.0,3,303.0,6.0,Gasoline,1.280933845739842
Porsche,911 Carrera,2021,7400.0,Gasoline,8-Speed A/T,Red,Black,,,116999.0,4,379.0,6.0,Gasoline,1.0986122890014431
Volvo,XC70 T6 Platinum,2012,69000.0,Gasoline,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15900.0,13,300.0,6.0,Gasoline,1.0986122890014431
Lexus,GX 470 Base,2005,198000.0,Gasoline,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15500.0,20,270.0,8.0,Gasoline,1.547562508928779
Porsche,911 Carrera GTS,2015,23600.0,Gasoline,7-Speed M/T,Red,Black,None reported,Yes,132900.0,10,430.0,6.0,Gasoline,1.335001066995498
Volvo,XC70 3.2,2008,170000.0,Gasoline,6-Speed A/T,White,Beige,None reported,Yes,7000.0,17,235.0,6.0,Gasoline,1.1631508101181809
Nissan,350Z NISMO,2008,76500.0,Gasoline,6-Speed M/T,Silver,Red,At least 1 accident or damage reported,Yes,28000.0,17,306.0,6.0,Gasoline,1.2527629687810824
Porsche,911 Turbo,2007,73500.0,Gasoline,5-Speed A/T,Black,Black,None reported,Yes,75499.0,18,480.0,6.0,Gasoline,1.280933845739842
Land,Rover Range Rover SWB,2020,29000.0,Hybrid,A/T,Black,Black,None reported,Yes,70000.0,5,355.0,6.0,Gasoline,1.0986122890014431
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,69404.0,Plug-In Hybrid,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29500.0,8,416.0,6.0,Electric,1.0986122890014431
Lexus,IS 350 Base,2007,103000.0,Gasoline,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,12900.0,18,306.0,6.0,Gasoline,1.2527629687810824
GMC,Savana 2500 Work Van,2018,63460.0,E85 Flex Fuel,A/T,White,Beige,None reported,Yes,33000.0,7,341.0,8.0,Flex Fuel,1.7917594693947216
Toyota,4Runner SR5,2018,32199.0,Gasoline,A/T,Silver,Black,None reported,Yes,35500.0,7,270.0,6.0,Gasoline,1.3862943613698906
Hyundai,Palisade SEL,2020,69487.0,Gasoline,A/T,White,Black,None reported,Yes,32000.0,5,291.0,6.0,Gasoline,1.335001066995498
GMC,Sierra 2500 Denali,2015,86000.0,Diesel,A/T,Gray,Brown,None reported,Yes,49000.0,10,397.0,8.0,Diesel,1.887069649183895
Dodge,Ram Van 1500,2002,70000.0,Gasoline,A/T,Red,Beige,At least 1 accident or damage reported,Yes,8000.0,23,175.0,6.0,Gasoline,1.360976553392011
Chevrolet,Impala 1LT,2017,70000.0,Gasoline,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,17900.0,8,305.0,6.0,Gasoline,1.280933845739842
Audi,A4 2.0T Premium Plus,2015,83420.0,E85 Flex Fuel,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,16000.0,10,220.0,4.0,Flex Fuel,0.6931471810599453
Nissan,Altima 2.5 S,2003,189000.0,Gasoline,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,2899.0,22,175.0,4.0,Gasoline,0.9162907322741553
Porsche,911 Carrera 4S,2017,31500.0,Gasoline,7-Speed A/T,Blue,Red,None reported,Yes,97555.0,8,420.0,6.0,Gasoline,1.0986122890014431
BMW,X1 xDrive 28i,2015,85766.0,Gasoline,A/T,Gray,Black,None reported,Yes,13000.0,10,240.0,4.0,Gasoline,0.6931471810599453
GMC,Yukon Denali,2018,92800.0,Gasoline,10-Speed A/T,White,Black,None reported,Yes,34000.0,7,420.0,8.0,Gasoline,1.8245492922123363
Land,Rover Defender SE,2021,13970.0,Hybrid,A/T,Gray,Black,None reported,Yes,75500.0,4,395.0,6.0,Gasoline,1.0986122890014431
Toyota,Land Cruiser Base,2000,265000.0,Gasoline,4-Speed A/T,Black,Beige,None reported,Yes,15500.0,25,230.0,8.0,Gasoline,1.547562508928779
Scion,xB Base,2011,95426.0,Gasoline,A/T,Green,Gray,None reported,Yes,8000.0,14,158.0,4.0,Gasoline,0.8754687377705666
Honda,S2000 Base,2001,119900.0,Gasoline,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,18000.0,24,240.0,4.0,Gasoline,0.6931471810599453
BMW,M4 Competition,2023,3950.0,Gasoline,A/T,White,Blue,None reported,Yes,83500.0,2,503.0,6.0,Gasoline,1.0986122890014431
Porsche,911 Carrera 4S,2006,80000.0,Gasoline,6-Speed M/T,Black,Beige,None reported,Yes,43000.0,19,355.0,6.0,Gasoline,1.335001066995498
Ford,F-250 Lariat,2015,94634.0,E85 Flex Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,32500.0,10,385.0,8.0,Flex Fuel,1.8245492922123363
Chevrolet,Corvette Base,2007,65000.0,Gasoline,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,33885.0,18,400.0,8.0,Gasoline,1.7917594693947216
Lexus,LS 460 L,2008,100000.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,11500.0,17,380.0,8.0,Gasoline,1.5260563037124406
Toyota,Sienna XSE 25th Anniversary,2023,500.0,Hybrid,A/T,White,Black,None reported,Yes,59500.0,2,245.0,4.0,Electric,0.9162907322741553
Audi,A4 2.0T Premium quattro,2011,181000.0,Gasoline,A/T,White,Black,None reported,Yes,5500.0,14,211.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,GLC 300 Base 4MATIC,2018,48700.0,Gasoline,9-Speed A/T,Blue,Brown,None reported,Yes,27900.0,7,241.0,4.0,Gasoline,0.6931471810599453
Porsche,911 Turbo Cabriolet,2009,13500.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,130000.0,16,480.0,6.0,Gasoline,1.280933845739842
Toyota,86 860 Special Edition,2017,87500.0,Gasoline,6-Speed A/T,Silver,Black,None reported,Yes,20000.0,8,200.0,4.0,Gasoline,0.6931471810599453
Jaguar,XJ8 L,2000,45000.0,Gasoline,A/T,Silver,Beige,None reported,Yes,12500.0,25,290.0,8.0,Gasoline,1.3862943613698906
Chevrolet,Corvette Base,1996,85760.0,Gasoline,4-Speed A/T,Silver,Black,None reported,Yes,14500.0,29,300.0,8.0,Gasoline,1.7404661750159431
Porsche,911 Carrera S,2007,50500.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,56000.0,18,355.0,6.0,Gasoline,1.335001066995498
Ford,Mustang Boss 302,2012,1295.0,Gasoline,M/T,Silver,Black,None reported,Yes,49990.0,13,444.0,8.0,Gasoline,1.6094379126341003
Cadillac,Escalade Premium Luxury,2017,55000.0,Gasoline,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,49900.0,8,420.0,8.0,Gasoline,1.8245492922123363
MINI,Cooper Base,2010,74000.0,Gasoline,6-Speed M/T,Yellow,Black,None reported,Yes,9650.0,15,118.0,4.0,Gasoline,0.4700036298707357
Chevrolet,Corvette Base,2010,23133.0,Gasoline,6-Speed M/T,White,Black,None reported,Yes,35000.0,15,430.0,8.0,Gasoline,1.8245492922123363
Dodge,Challenger R/T,2021,39960.0,Gasoline,8-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,28500.0,4,375.0,8.0,Gasoline,1.7404661750159431
BMW,550 i xDrive,2016,76400.0,Gasoline,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,31300.0,9,445.0,8.0,Gasoline,1.4816045411514882
GMC,Yukon XL Denali,2023,7500.0,Gasoline,10-Speed A/T,Gray,Black,None reported,Yes,92888.0,2,420.0,8.0,Gasoline,1.8245492922123363
INFINITI,QX80 SENSORY,2022,26520.0,Gasoline,7-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,64000.0,3,400.0,8.0,Gasoline,1.722766597919675
Land,Rover Range Rover 3.0L Supercharged,2014,59500.0,E85 Flex Fuel,A/T,Red,Black,None reported,Yes,33800.0,11,340.0,6.0,Flex Fuel,1.0986122890014431
Honda,Pilot EX-L,2020,44000.0,Gasoline,A/T,White,Black,None reported,Yes,34999.0,5,280.0,6.0,Gasoline,1.2527629687810824
Pontiac,Firebird Base,2001,111000.0,Gasoline,A/T,White,Gray,None reported,Yes,11000.0,24,200.0,6.0,Gasoline,1.335001066995498
Nissan,Maxima GLE,2000,194277.0,Gasoline,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,2300.0,25,222.0,6.0,Gasoline,1.0986122890014431
Pontiac,Firebird Trans Am,2001,91812.0,Gasoline,A/T,Green,Black,None reported,Yes,12850.0,24,310.0,8.0,Gasoline,1.7404661750159431
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,41500.0,Gasoline,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,39848.0,7,362.0,6.0,Gasoline,1.0986122890014431
BMW,750 i xDrive,2014,85095.0,Gasoline,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,24900.0,11,445.0,8.0,Gasoline,1.4816045411514882
Ford,F-350 Platinum,2019,112000.0,Diesel,6-Speed A/T,Black,Black,None reported,Yes,61995.0,6,450.0,8.0,Diesel,1.9021075265461744
Audi,A3 2.0T Premium,2016,90360.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,15499.0,9,220.0,4.0,Gasoline,0.6931471810599453
Ford,Mustang GT Premium,2020,16850.0,Gasoline,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,41000.0,5,460.0,8.0,Gasoline,1.6094379126341003
Honda,S2000 Base,2003,101000.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,28000.0,22,240.0,4.0,Gasoline,0.6931471810599453
BMW,M235 i,2015,68750.0,Gasoline,6-Speed M/T,Red,Black,None reported,Yes,25999.0,10,320.0,6.0,Gasoline,1.0986122890014431
Dodge,Durango SLT,2004,143000.0,Gasoline,A/T,Beige,Beige,None reported,Yes,3200.0,21,335.0,8.0,Gasoline,1.7404661750159431
Nissan,Armada LE,2005,152270.0,Gasoline,A/T,Green,Beige,At least 1 accident or damage reported,Yes,6900.0,20,305.0,8.0,Gasoline,1.722766597919675
Chevrolet,Silverado 1500 RST,2020,19200.0,Gasoline,10-Speed A/T,Gray,Black,None reported,Yes,69999.0,5,355.0,8.0,Gasoline,1.6677068207467554
Chevrolet,Impala Base,2004,64500.0,Gasoline,A/T,Beige,Beige,None reported,Yes,5900.0,21,180.0,6.0,Gasoline,1.2237754319162333
Toyota,Tacoma PreRunner,2011,149000.0,Gasoline,A/T,Black,Beige,None reported,Yes,18995.0,14,236.0,6.0,Gasoline,1.3862943613698906
Pontiac,Firebird Trans Am,1997,134033.0,Gasoline,A/T,Red,Beige,At least 1 accident or damage reported,Yes,7200.0,28,285.0,8.0,Gasoline,1.7404661750159431
Ford,Escape SE,2017,71924.0,Gasoline,A/T,Beige,Beige,None reported,Yes,13700.0,8,179.0,4.0,Gasoline,0.4054651087748311
Jeep,Wrangler Unlimited Sport,2014,122200.0,Gasoline,A/T,Orange,Black,At least 1 accident or damage reported,Yes,21500.0,11,285.0,6.0,Gasoline,1.280933845739842
Land,Rover Range Rover Sport HST MHEV,2020,37248.0,Hybrid,8-Speed A/T,Silver,Black,None reported,Yes,54500.0,5,395.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Silverado 1500 Base,1999,88750.0,Gasoline,A/T,White,Gray,None reported,Yes,6800.0,26,255.0,8.0,Gasoline,1.5686159181221786
Cadillac,XLR V,2008,64800.0,Gasoline,6-Speed A/T,Black,Black,,,24700.0,17,443.0,8.0,Gasoline,1.4816045411514882
RAM,2500 SLT,2015,149130.0,Diesel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,35000.0,10,350.0,6.0,Diesel,1.9021075265461744
Toyota,Highlander XLE,2018,74000.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,27950.0,7,295.0,6.0,Gasoline,1.2527629687810824
Ford,F-150 XLT,2019,44460.0,Gasoline,10-Speed A/T,Red,Gray,None reported,Yes,34500.0,6,325.0,6.0,Gasoline,0.9932517733806538
GMC,Acadia SLE-2,2015,96000.0,Gasoline,6-Speed A/T,Blue,Beige,None reported,Yes,17000.0,10,281.0,6.0,Gasoline,1.280933845739842
Porsche,Boxster Base,2005,75000.0,Gasoline,5-Speed M/T,Silver,Black,,,17500.0,20,240.0,6.0,Gasoline,0.9932517733806538
Land,Rover Range Rover Sport Supercharged HSE,2016,49799.0,Gasoline,A/T,Brown,Brown,None reported,Yes,37500.0,9,340.0,6.0,Gasoline,1.0986122890014431
Ford,Mustang GT,2006,27407.0,Gasoline,5-Speed M/T,Silver,Red,None reported,Yes,21750.0,19,300.0,8.0,Gasoline,1.5260563037124406
Jaguar,XK8 Base,1997,50000.0,Gasoline,A/T,White,Beige,None reported,Yes,6000.0,28,290.0,8.0,Gasoline,1.3862943613698906
Buick,Regal Turbo - Premium 1,2012,190000.0,Gasoline,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,6000.0,13,220.0,4.0,Gasoline,0.6931471810599453
Jeep,Gladiator Overland,2020,4000.0,Gasoline,8-Speed A/T,Silver,Black,None reported,Yes,50000.0,5,285.0,6.0,Gasoline,1.280933845739842
Land,Rover Range Rover Westminster SWB,2022,2220.0,Hybrid,8-Speed A/T,Blue,White,None reported,Yes,115999.0,3,395.0,6.0,Gasoline,1.0986122890014431
GMC,Yukon XL Denali,2017,124000.0,Gasoline,8-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,32000.0,8,420.0,8.0,Gasoline,1.8245492922123363
Volkswagen,Passat 2.0T SE,2020,49400.0,Gasoline,6-Speed A/T,Black,Brown,None reported,Yes,20900.0,5,174.0,4.0,Gasoline,0.6931471810599453
Porsche,911 Carrera,2020,11256.0,Gasoline,8-Speed A/T,Red,Black,None reported,Yes,124900.0,5,379.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Corvette Stingray w/1LT,2021,13700.0,Gasoline,A/T,White,Red,None reported,Yes,75000.0,4,490.0,8.0,Gasoline,1.8245492922123363
